"1677","Gracedale PS","186 Gracedale Blvd","North York","M9L2C1","Toronto DSB","225622","Yes"," "," 
","0"
"1678","Gracefield PS","177 Gracefield Ave","North York","M6L1L7","Toronto DSB","225886","Yes"," "," 
","0"
"1679","Gulfstream PS","20 Gulfstream Rd","North York","M9M1S3","Toronto DSB","233161","Yes"," "," 
","0"
"1680","Highview PS","22 Highview Ave","North York","M3M1C4","Toronto DSB","256170","Yes"," "," 
","0"
"1681","Humber Summit M.S.","60 Pearldale Ave","North York","M9L2G9","Toronto DSB","270504","Yes"," "," 
","0"
"1682","Joyce PS","26 Joyce Pkwy","North York","M6B2S9","Toronto DSB","286206","Yes"," "," 
","0"
"1683","Lamberton PS","33 Lamberton Blvd","North York","M3J1G6","Toronto DSB","305316","Yes"," "," 
","0"
"1684","Lawrence Heights Middle School","50 Highland Hill","North York","M6A2R1","Toronto DSB","310255","Yes"," "," 
","0"
"1685","Maple Leaf PS","301 Culford Rd","North York","M6L2V4","Toronto DSB","335606","Yes"," "," 
","0"
"1686","Milne Valley M.S.","100 Underhill Dr","North York","M3A2J9","Toronto DSB","365890","Yes"," "," 
","0"
"1687","Oakdale Park M.S.","315 Grandravine Dr","North York","M3N1J5","Toronto DSB","413739","Yes"," "," 
","0"
"1688","O'Connor PS","1665 O'Connor Dr","North York","M4A1W5","Toronto DSB","413305","Yes"," "," 
","0"
"1689","Pelmo Park PS","180 Gary Dr","North York","M9N2M1","Toronto DSB","439479","Yes"," "," 
","0"
"1690","Pierre LaPorte M.S.","1270 Wilson Ave","North York","M3M1H5","Toronto DSB","443697","Yes"," "," 
","0"
"1691","Pineway PS","110 Pineway Blvd","North York","M2H1A8","Toronto DSB","445525","Yes"," "," 
","0"
"1692","Portage Trail Md. Community School","100 Sidney Belsey","North York","M6M5H6","Toronto DSB","450332","Yes"," "," 
","0"
"1693","R J Lang E & Md S","227 Drewry Ave","North York","M2M1E3","Toronto DSB","467812","Yes"," "," 
","0"
"1694","Rene Gordon E.S.","20 Karen Rd","North York","M3A3L6","Toronto DSB","287504","Yes"," "," 
","0"
"1695","Roywood PS","11 Roywood Dr","North York","M3A2C7","Toronto DSB","493554","Yes"," "," 
","0"
"1696","Sheppard PS","1430 Sheppard Ave W","North York","M3M2W9","Toronto DSB","509280","Yes"," "," 
","0"
"1697","Shoreham PS","31 Shoreham Dr","North York","M3N2S6","Toronto DSB","511137","Yes"," "," 
","0"
"1698","Sloane PS","110 Sloane Ave","North York","M4A2B1","Toronto DSB","517348","Yes"," "," 
","0"
"1699","St Jane Frances C.S.","2745 Jane St","North York","M3L2E8","Toronto CDSB","799734","Yes"," "," 
","0"
"1700","Stanley Public School","75 Stanley Rd","North York","M3N1C2","Toronto DSB","534374","Yes"," "," 
","0"
"1701","Stilecroft PS","50 Stilecroft Dr","North York","M3J1A7","Toronto DSB","536970","Yes"," ","Yes
","0"
"1702","Topcliff PS","65 Topcliff Ave","North York","M3N1L6","Toronto DSB","557382","Yes"," "," 
","0"
"1703","Tumpane PS","48 Tumpane St","North York","M3M1L8","Toronto DSB","562580","Yes"," "," 
","0"
"1704","Wilmington ES","330 Wilmington Ave","North York","M3H5L1","Toronto DSB","89516","Yes"," "," 
","0"
"1705","Yorkwoods PS","25 Yorkwoods Gate","North York","M3N1K1","Toronto DSB","624756","Yes"," "," 
","0"
"1706","Emily Stowe Public School","1 Jerdon Street RR #1","Norwich","N0J1P0","Thames Valley DSB","137743","Yes",,"
","0"
"1707","Norwood Public School","24 Flora St","Norwood","K0L2V0","Kawartha Pine Ridge DSB","412171","Yes",,"
","0"
"1708","Norwood Secondary School","44 Elm St","Norwood","K0L2V0","Kawartha Pine Ridge DSB","931543","Yes",,"
","0"
"1709","ABBEY LANE","1160 Old Abbey Lane","Oakville","L6M1S4","Halton DSB","779","Yes",,"
","0"
"1710","ABBEY PARK HS","1455 Glen Abbey Gate","Oakville","L6M2V7","Halton DSB","913715","Yes",,"
","0"
"1711","EASTVIEW","2266 Hixon St","Oakville","L6L4T4","Halton DSB","164267","Yes",,"
","0"
"1712","EASTVIEW","2266 Hixon St","Oakville","L6L4T4","Halton DSB","164267","Yes",,"
","0"
"1713","EMILY CARR","2255 Pine Glen Road","Oakville","L6M0G5","Halton DSB","206470","Yes",,"
","0"
"1714","FALGARWOOD ","1385 Gainsborough Dr","Oakville","L6H2H7","Halton DSB","193046","Yes",,"
","0"
"1715","GARTH WEBB","2820 Westoak Trails Boulevard","Oakville","L6M4W2","Halton DSB","901439","Yes",,"
","0"
"1716","GARTH WEBB","2820 Westoak Trails Boulevard","Oakville","L6M4W2","Halton DSB","901439","Yes",,"
","0"
"1717","GARY ALLEN- SCORE/ STEP","1330 Montclair Drive","Oakville","L6H1Z5","Halton DSB","940925","Yes",,"
","0"
"1718","HOLY FAMILY","1420 Grosvenor St","Oakville","L6H2X8","Halton CDSB","716936","Yes",,"
","0"
"1719","HOLY TRINITY ","2420 Sixth Line","Oakville","L6H5Z8","Halton CDSB","704300","Yes",,"
","0"
"1720","HOLY TRINITY ","2420 Sixth Line","Oakville","L6H5Z8","Halton CDSB","704300","Yes",,"
","0"
"1721","IROQUOIS RIDGE HS","1123 Glenashton Dr","Oakville","L6H5M1","Halton DSB","918300","Yes",,"
","0"
"1722","IROQUOIS RIDGE HS","1123 Glenashton Dr","Oakville","L6H5M1","Halton DSB","918300","Yes",,"
","0"
"1723","IROQUOIS RIDGE HS","1123 Glenashton Dr","Oakville","L6H5M1","Halton DSB","918300","Yes",,"
","0"
"1724","MONTCLAIR","1285 Montclair","Oakville","L6H1Z3","Halton DSB","376086","Yes",,"
","0"
"1725","MOTHER TERESA","1190 Westview Terrace","Oakville","L6M3N2","Halton CDSB","729159","Yes",,"
","0"
"1726","OAKVILLE TRAFALGAR HS","1460 Devon Rd","Oakville","L6J3L6","Halton DSB","932060","Yes",,"
","0"
"1727","OAKVILLE TRAFALGAR HS","1460 Devon Rd","Oakville","L6J3L6","Halton DSB","932060","Yes",,"
","0"
"1728","OAKWOOD","357 Bartos Dr","Oakville","L6K3E5","Halton DSB","414646","Yes",,"
","0"
"1729","OAKWOOD","357 Bartos Dr","Oakville","L6K3E5","Halton DSB","414646","Yes",,"
","0"
"1730","OAKWOOD ","357 Bartos Dr","Oakville","L6K3E5","Halton DSB","414646","Yes",,"
","0"
"1731","PINEGROVE ECOLE","529 Fourth Line","Oakville","L6L5A8","Halton DSB","444022","Yes",,"
","0"
"1732","""REACH","(SYL APPS) at Garth Webb SS""","2820 Westoak Trails Boulevard","Oakville","L6M4W2","Halton DSB","901439","Yes",,"0"
"1733","RIVER OAKS","2173 Munn's Ave","Oakville","L6M3S9","Halton DSB","485438","Yes",,"
","0"
"1734","SHERIDAN","1555 Lancaster Dr","Oakville","L6H3H4","Halton DSB","510289","Yes",,"
","0"
"1735","ST DOMINIC","2405 Rebecca St","Oakville","L6L2B1","Halton CDSB","786861","Yes",,"
","0"
"1736","ST DOMINIC","2405 Rebecca St","Oakville","L6L2B1","Halton CDSB","786861","Yes",,"
","0"
"1737","ST DOMINIC","2405 Rebecca St","Oakville","L6L2B1","Halton CDSB","786861","Yes",,"
","0"
"1738","ST JOAN OF ARC","2912 Westoak Trails Blvd","Oakville","L6M4T7","Halton CDSB","801283","Yes",,"
","0"
"1739","ST. ANDREW","145 Millbank Dr","Oakville","L6H6G3","Halton CDSB","768936","Yes",,"
","0"
"1740","ST. BERNADETTE","1201 Heritage Way","Oakville","L6M3A4","Halton CDSB","777650","Yes",,"
","0"
"1741","ST. BERNADETTE","1201 Heritage Way","Oakville","L6M3A4","Halton CDSB","777650","Yes",,"
","0"
"1742","ST. IGNATIOUS OF LOYOLA","1550 Nottinghill Gate","Oakville","L6M1S2","Halton CDSB","798010","Yes",,"
","0"
"1743","ST. IGNATIOUS OF LOYOLA","1550 Nottinghill Gate","Oakville","L6M1S2","Halton CDSB","798010","Yes",,"
","0"
"1744","ST. JAMES","255 Morden Rd","Oakville","L6K2S2","Halton CDSB","798827","Yes",,"
","0"
"1745","ST. JAMES","255 Morden Rd","Oakville","L6K2S2","Halton CDSB","798827","Yes",,"
","0"
"1746","ST. JOHN","1480 Mansfield Dr","Oakville","L6H1K4","Halton CDSB","805530","Yes",,"
","0"
"1747","ST. JOHN","1480 Mansfield Dr","Oakville","L6H1K4","Halton CDSB","805530","Yes",,"
","0"
"1748","St. JOSEPH","477 Warminister Dr","Oakville","L6L4N4","Halton CDSB","814296","Yes",,"
","0"
"1749","ST. LUKE","2750 Kingsway Dr","Oakville","L6J7G5","Halton CDSB","820679","Yes",,"
","0"
"1750","St. MATTHEW","1050 Nottinghill Gate","Oakville","L6M2G3","Halton CDSB","823180","Yes",,"
","0"
"1751","ST. MICHAEL","165 Sewell Dr","Oakville","L6H1E3","Halton CDSB","834319","Yes",,"
","0"
"1752","ST. MICHAEL","165 Sewell Dr","Oakville","L6H1E3","Halton CDSB","834319","Yes",,"
","0"
"1753","ST. THOMAS AQUINAS","124 Dorval Dr","Oakville","L6K2W1","Halton CDSB","854212","Yes",,"
","0"
"1754","ST. THOMAS AQUINAS","124 Dorval Dr","Oakville","L6K2W1","Halton CDSB","854212","Yes",,"
","0"
"1755","THOMAS A. BLAKELOCK","1160 Rebecca St","Oakville","L6L1Y9","Halton DSB","947539","Yes",,"
","0"
"1756","THOMAS A. BLAKELOCK","1160 Rebecca St","Oakville","L6L1Y9","Halton DSB","947539","Yes",,"
","0"
"1757","THOMAS A. BLAKELOCK","1160 Rebecca St","Oakville","L6L1Y9","Halton DSB","947539","Yes",,"
","0"
"1758","THOMAS MERTON","171 Speers Rd","Oakville","L6K3W8","Halton CDSB","684465","Yes",,"
","0"
"1759","W.H. MORDEN","180 Morden Rd","Oakville","L6K2S2","Halton DSB","579742","Yes",,"
","0"
"1760","W.H. MORDEN","180 Morden Rd","Oakville","L6K2S2","Halton DSB","579742","Yes",,"
","0"
"1761","WHITE OAKS HS","1330 Montclair Dr","Oakville","L6H1Z5","Halton DSB","953121","Yes",,"
","0"
"1762","WHITE OAKS HS","1330 Montclair Dr","Oakville","L6H1Z5","Halton DSB","953121","Yes",,"
","0"
"1763","Mariposa E.S.","755 Eldon Rd RR 2","Oakwood","K0M2M0","Trillium Lakelands DSB","329460","Yes",,"
","0"
"1764","Lady Eaton P.S.","17 James St","Omemee","K0L2W0","Trillium Lakelands DSB","417378","Yes",,"Yes
","0"
"1765","Scott Young Public School","27 Walnut St","Omemee","K0L2W0","Trillium Lakelands DSB","503630","Yes",,"
","0"
"1766","Island Lake Public School","50 Oak Ridge Dr","Orangeville","L9W5J6","Upper Grand DSB","418765","Yes",,"
","0"
"1767","Laurelwoods Elementary School","374027 6 TH LINE RR 7","Orangeville","L9W2Z3","Upper Grand DSB","311316","Yes",,"
","0"
"1768","Orangeville District Secondary ","22 Faulkner St","Orangeville","L9W2G7","Upper Grand DSB","932450","Yes",,"
","0"
"1769","Parkinson Centennial Public School- Breakfast","120 Lawrence Ave","Orangeville","L9W1S8","Upper Grand DSB","434639","Yes",,"
","0"
"1770","Parkinson Centennial Public School -Lunch","120 Lawrence Ave","Orangeville","L9W1S8","Upper Grand DSB","434639","Yes",,"
","0"
"1771","Princess Elizabeth Breakfast","51 Elizabeth St","Orangeville","L9W1C5","Upper Grand DSB","457159","Yes",,"
","0"
"1772","Princess Elizabeth Lunch ","51 Elizabeth St","Orangeville","L9W1C5","Upper Grand DSB","457159","Yes",,"
","0"
"1773","Princess Margaret Public School","51 Wellington St","Orangeville","L9W2L6","Upper Grand DSB","457930","Yes",,"
","0"
"1774","St. Benedict Separate School","345 Blind Line","Orangeville","L9W4X1","Dufferin-Peel CDSB","776742","Yes",,"
","0"
"1775","St. Peter Catholic School Orangeville","46 Dawson Rd","Orangeville","L9W2W3","Dufferin-Peel CDSB","843547","Yes",,"
","0"
"1776","Westside Secondary School","300 Alder St","Orangeville","L9W5A2","Upper Grand DSB","947253","Yes",,"
","0"
"1777","Montgomery Village Public School breakfast","70 Montgomery Blvd","Orangville","L9W5H6","Upper Grand DSB","368822","Yes",,"
","0"
"1778","Spencer Avenue Public School","15 Spencer Ave","Orangville","L9W5E6","Upper Grand DSB","477283","Yes",,"
","0"
"1779","Couchiching Heights Public School","455 LACLIE ST","Orillia","L3V4P7","Simcoe County DSB","125482","Yes",,"
","0"
"1780","Ecole Samuel de Champlain","275 Park rue","Orillia","L3V5W1","CSDC Centre-Sud","758965","Yes",,"
","0"
"1781","Harriett Todd Public School","11 George St","Orillia","L3V2V1","Simcoe County DSB","244996","Yes",,"
","0"
"1782","Lions Oval Public School","25 BRANT ST","Orillia","L3V3N6","Simcoe County DSB","87934","Yes",,"
","0"
"1783","Marchmont Public School","1902 DIVISION RD West","Orillia","L3V6H2","Simcoe County DSB","337862","Yes",,"
","0"
"1784","Monsignor Lee School","14 Fitton's Rd E","Orillia","L3V2H9","Simcoe Muskoka CDSB","732354","Yes",,"
","0"
"1785","Notre Dame School","140 Atlantis Dr.","Orillia","L3V6H2","Simcoe Muskoka CDSB","737372","Yes",,"
","0"
"1786","Orchard Park Elementary School","24 Calverley St","Orillia","L3V3T4","Simcoe County DSB","419346","Yes",,"
","0"
"1787","Orillia Secondary School","250 Collegiete ","Orillia","L3V7S5","Simcoe County DSB","968729","Yes",,"
","0"
"1788","Patrick Forgarty Catholic Secondary School","15 Commerce Rd","Orillia","L3V6S3","Simcoe Muskoka CDSB","751103","Yes",,"
","0"
"1789","Regent Park P.S.","485 Regent St","Orillia","L3V4E2","Simcoe County DSB","480037","Yes",,"
","0"
"1790","Simcoe CDSBASS-County Outreach Program","381 Birch St","Orillia","L3V6G5","Simcoe County DSB","948870","Yes",,"
","0"
"1791","Simcoe CDSBASS-Orillia Campus","575 WEST ST","Orillia","L3V4R8","Simcoe County DSB","902276","Yes",,"Yes
","0"
"1792","Simcoe CDSBASS-School Within a College","381 Birch St","Orillia","L3V2P5","Simcoe County DSB","948870","Yes","Yes","
","0"
"1793","St. Bernards Catholic School","255 Oxford St","Orillia","L3V1H6","Simcoe Muskoka CDSB","779849","Yes",,"
","0"
"1794","Twin Lakes Secondary School","381 Birch St","Orillia","L3V2P5","Simcoe County DSB","948870",,"Yes","
","0"
"1795","Uptergrove Public School","4833 Muley Point Rd","Orillia","L3V6H7","Simcoe County DSB","337030","Yes",,"
","0"
"1796","Orillia Learning Centre","575 WEST ST","Orilllia","L3V7N6","Simcoe County DSB","902276","Yes","Yes","
","0"
"1797","Guthrie Public School","22 5 LINE RR 1","Oro Station","L0L2E0","Simcoe County DSB","233480","Yes",,"
","0"
"1798","Orono Public School","171 Church St","Orono","L0B1M0","Kawartha Pine Ridge DSB","109010","Yes",,"
","0"
"1799","Adelaide McLaughlin Public School","630 Stevenson Rd N","Oshawa","L1J5P1","Durham DSB","2801",,,"Yes
","0"
"1800","Beau Valley Public School","230 Marigold Ave","Oshawa","L1G3G3","Durham DSB","38083",,,"Yes
","0"
"1801","Bobby Orr Public School","7 Waterloo St","Oshawa","L1H8V9","Durham DSB","33880","Yes",,"
","0"
"1802","Clara Hughes Public School","250 Harmony Rd. S.","Oshawa","L1H6T9","Durham DSB","22128","Yes",,"
","0"
"1803","College Hill P.S.","530 Laval St","Oshawa","L1J6R2","Durham DSB","117463","Yes","Yes","Yes
","0"
"1804","Coronation Public School","441 Adelaide Ave E","Oshawa","L1G2A4","Durham DSB","124222","Yes",,"
","0"
"1805","David Bouchard Public School","460 Wilson Road","Oshawa","L1H6C9","Durham DSB","170662","Yes",,"
","0"
"1806","Dr. C. F. Cannon Public School","1196 Cedar St","Oshawa","L1J3S2","Durham DSB","147109","Yes",,"Yes
","0"
"1807","Durham Alternative Secondary School- Oshawa","421 Pine Ave","Oshawa","L1J2H9","Durham DSB","905585","Yes","Yes","Yes
","0"
"1808","Durham Alternative Secondary School-North","421 Pine Ave","Oshawa","L1J2H9","Durham DSB","905585","Yes","Yes","
","0"
"1809","E.A. Lovell Centre (Durham Continuing Education)","120 Centre St South","Oshawa","L1H4A3","Durham DSB","992224","Yes","Yes","Yes
","0"
"1810","Eastdale Collegiate and Vocational Institute","265 Harmony Rd N","Oshawa","L1G6L4","Durham DSB","906565","Yes",,"
","0"
"1811","Father Donald MacLellan Catholic Secondary Schoo(Oshawa) Re engagement","1500 HOPKINS ST","Oshawa","L1H1G5","Durham CDSB","682867","Yes",,"
","0"
"1812","Father Donald MacLellan Catholic Secondary School - Centre for Success","1500 HOPKINS ST","Oshawa","L1H7K4","Durham CDSB","682867","Yes",,"Yes
","0"
"1813","Father Joseph Venini Catholic School","120 Glovers Rd","Oshawa","l1F3X9","Durham CDSB","706990","Yes",,"
","0"
"1814","Forest View Public School","65 Athabasca Street","Oshawa","L1H7H7","Durham DSB","531551",,,"Yes
","0"
"1815","G.L. Roberts CVI","399 Chaleur Ave","Oshawa","L1J1G5","Durham DSB","911291","Yes",,"
","0"
"1816","Glen Street Public School","929 Glen St","Oshawa","L1J3T9","Durham DSB","218103","Yes",,"
","0"
"1817","Glenholm and Grove School","1356 Simcoe St S","Oshawa","L1H4M4","Durham DSB","640425","Yes",,"Yes
","0"
"1818","Gordon B. Attersley PS","1110 Attersley Dr","Oshawa","L1K1X8","Durham DSB","221805","Yes",,"
","0"
"1819","Harmony Heights Public School","590 Galahad Dr","Oshawa","L1K1M2","Durham DSB","244791","Yes",,"
","0"
"1820","Hillsdale Public School","525 Oshawa Blvd N","Oshawa","L1G5T6","Durham DSB","259160","Yes",,"
","0"
"1821","Kedron Public School","1935 Ritson Rd N","Oshawa","L1H7K5","Durham DSB","124745","Yes",,"
","0"
"1822","Lakewoods Public School","323 Chaleur Ave","Oshawa","L1J1G5","Durham DSB","99872","Yes",,"
","0"
"1823","Mary Street Community School","110 Mary St N","Oshawa","L1G7S2","Durham DSB","348503","Yes",,"Yes
","0"
"1824","Maxwell Heights Secondary School","1100 Coldstream Drive","oshawa","L1K0N1","Durham DSB","932345","Yes",,"
","0"
"1825","Mon. Paul Dwyer C.H.S.","700 Stevenson Rd N","Oshawa","L1J5P5","Durham CDSB","741310","Yes",,"
","0"
"1826","Monsignor John Pereyma Catholic Secondary School","316 Conant St","Oshawa","L1H3S6","Durham CDSB","735060","Yes","Yes","
","0"
"1827","Monsignor Philip Coffey C.S.","1324 Oxford St","Oshawa","L1J3W6","Durham CDSB","845884","Yes",,"
","0"
"1828","Norman G. Powers Public School","1555 Coldstream Drive","Oshawa","L1K3B5","Durham DSB","450298",,,"Yes
","0"
"1829","O'Neill Collegiate and Vocational Institiute","301 Simcoe St N","Oshawa","L1G4T2","Durham DSB","932329","Yes",,"
","0"
"1830","Queen Elizabeth Public School","1205 Simcoe St N","Oshawa","L1G4X1","Durham DSB","463396","Yes",,"
","0"
"1831","R.S. Mc Laughlin C.V.I","570 Stevenson Rd N","Oshawa","L1J5P1","Durham DSB","937525","Yes",,"
","0"
"1832","""Rose of Durham"," young parents support servicesl (Alternative) Program""","421 Pine Ave","Oshawa","L1J2L7","Durham DSB","905585","Yes","Yes","0"
"1833","Seneca Trail Public School","1915 Queensbury Drive","Oshawa","L1Y1A8","Durham DSB","197235",,,"Yes
","0"
"1834","Sir Albert Love Catholic School","425 Wilson Rd N","Oshawa","L1G6E6","Durham CDSB","764434","Yes",,"
","0"
"1835","St. Christopher Catholic School","431 Annapolis Ave","Oshawa","L1J2Y5","Durham CDSB","784133",,,"Yes
","0"
"1836","St. Hedwig Catholic School","421 Olive Ave","Oshawa","L1H2R2","Durham CDSB","796352","Yes","Yes","
","0"
"1837","St. Joseph Catholic School","1200 Summerwood Heights","Oshawa","L1K0C2","Durham CDSB","814423",,,"Yes
","0"
"1838","Village Union Public School","240 Simcoe St S","Oshawa","L1H4H4","Durham DSB","577049","Yes",,"
","0"
"1839","Vincent Massey Public School - Oshawa","211 Harmony Rd N","Oshawa","L1G2L4","Durham DSB","577669",,,"Yes
","0"
"1840","Walter E. Harris Public School","495 Central Park Blvd N","Oshawa","L1G6A2","Durham DSB","93700","Yes",,"
","0"
"1841","Waverly Public School- Oshawa","100 Waverly St S","Oshawa","L1J5V1","Durham DSB","590916","Yes",,"
","0"
"1842","Woodcrest PS","506 Woodcrest Ave","Oshawa","L1J2T8","Durham DSB","617440","Yes",,"Yes
","0"
"1843","Adult HS","300 Rochester St","Ottawa","K1R7N4","Ottawa-Carleton DSB","947210","Yes",,"
","0"
"1844","Agincourt Road PS","1250 Agincourt Rd","Ottawa","K2C2J2","Ottawa-Carleton DSB","4626",,,"Yes  
","0"
"1845","Alta Vista PS","1349 Randall Ave","Ottawa","K1H7R2","Ottawa-Carleton DSB","13986","Yes",,"
","0"
"1846","Arch Street PS","2129 Arch St","Ottawa","K1G2H5","Ottawa-Carleton DSB","20354","Yes",,"
","0"
"1847","Assumption","236 Levis Ave","Ottawa","K1L6H8","Ottawa CDSB","688193","Yes",,"
","0"
"1848","AY Jackson SS","150 Abbeyhill Dr","Ottawa","K2L1H7","Ottawa-Carleton DSB","890243",,,"Yes
","0"
"1849","Bayshore PS","145 Woodridge Cres","Ottawa","K2B6K1","Ottawa-Carleton DSB","36340","Yes",,"
","0"
